c,l,node,Country_Full,Country_Sub1,Country_Sub2,Country_Sub3,Country_Sub4,Country_Sub5
14013,3,n1993,Thailand,Thailand,NA,NA,Thailand,NA
14016,3,n19941994,Laos,Laos,Laos,Laos,Laos,Laos
14022,3,n19971997,Laos,NA,NA,NA,NA,NA
14025,3,n1999,Laos,Laos,Laos,Laos,Laos,Laos
14031,3,n2002,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia,Malaysia
14047,3,n2010,Thailand,NA,NA,NA,NA,NA
14052,3,n20122012,Thailand,Thailand,Thailand,Thailand,Thailand,Thailand
14062,3,n20172017,China,NA,NA,NA,NA,NA
14089,3,n20312031,China,NA,NA,NA,NA,NA
14093,3,n20332033,China,NA,NA,NA,NA,NA
14099,3,n20362036,China,NA,NA,NA,NA,NA
14103,3,n20382038,China,NA,NA,NA,NA,NA
14104,3,n2039,China,NA,NA,NA,NA,NA
14106,3,n2040,China,NA,NA,NA,NA,NA
14108,3,n2041,China,NA,NA,NA,NA,NA
14110,3,n2042,China,NA,NA,NA,NA,NA
14116,3,n2045,China,NA,NA,NA,NA,NA
14125,3,n20492049,China,NA,NA,NA,NA,NA
14128,3,n2051,China,NA,NA,NA,NA,NA
14134,3,n2054,China,NA,NA,NA,NA,NA
14136,3,n2055,China,NA,NA,NA,NA,NA
14140,3,n2057,China,NA,NA,NA,NA,NA
14142,3,n2058,China,NA,NA,NA,NA,NA
14145,3,n20592059,China,NA,NA,NA,NA,NA
14153,3,n20632063,China,NA,NA,NA,NA,NA
14161,3,n20672067,China,NA,NA,NA,NA,NA
14164,3,n2069,China,NA,NA,NA,NA,NA
14168,3,n2071,China,NA,NA,NA,NA,NA
14172,3,n2073,China,NA,NA,NA,NA,NA
14185,3,n20792079,China,NA,NA,NA,NA,NA
14190,3,n2082,China,NA,NA,NA,NA,NA
14191,3,n20822082,China,NA,NA,NA,NA,NA
14196,3,n2085,China,NA,NA,NA,NA,NA
14197,3,n20852085,China,NA,NA,NA,NA,NA
14208,3,n2091,China,NA,NA,NA,NA,NA
14211,3,n20922092,China,NA,NA,NA,NA,NA
14223,3,n20982098,China,NA,NA,NA,NA,NA
14225,3,n20992099,China,NA,NA,NA,NA,NA
14230,3,n2102,China,NA,NA,NA,NA,NA
14238,3,n2106,China,NA,NA,NA,NA,NA
14243,3,n21082108,China,NA,NA,NA,NA,NA
14246,3,n2110,China,NA,NA,NA,NA,NA
14248,3,n2111,China,NA,NA,NA,NA,NA
14253,3,n21132113,China,NA,NA,NA,NA,NA
14272,3,n21232123,China,NA,NA,NA,NA,NA
14274,3,n21242124,China,NA,NA,NA,NA,NA
14276,3,n21252125,China,NA,NA,NA,NA,NA
14279,3,n2127,China,NA,NA,NA,NA,NA
14284,3,n21292129,China,NA,NA,NA,NA,NA
14287,3,n2131,China,NA,NA,NA,NA,NA
14298,3,n21362136,China,NA,NA,NA,NA,NA
14305,3,n2140,China,NA,NA,NA,NA,NA
14317,3,n2146,China,NA,NA,NA,NA,NA
14319,3,n2147,China,NA,NA,NA,NA,NA
14321,3,n2148,China,NA,NA,NA,NA,NA
14332,3,n21532153,China,NA,NA,NA,NA,NA
14334,3,n21542154,China,NA,NA,NA,NA,NA
14335,3,n2155,China,NA,NA,NA,NA,NA
14340,3,n21572157,China,NA,NA,NA,NA,NA
14344,3,n21592159,China,NA,NA,NA,NA,NA
14346,3,n21602160,China,NA,NA,NA,NA,NA
14353,3,n2164,China,NA,NA,NA,NA,NA
14362,3,n21682168,China,NA,NA,NA,NA,NA
14374,3,n21742174,China,NA,NA,NA,NA,NA
14386,3,n21802180,China,NA,NA,NA,NA,NA
14393,3,n2184,China,NA,NA,NA,NA,NA
14401,3,n2188,China,NA,NA,NA,NA,NA
14414,3,n21942194,China,NA,NA,NA,NA,NA
14422,3,n21982198,China,NA,NA,NA,NA,NA
14435,3,n2205,China,NA,NA,NA,NA,NA
14438,3,n22062206,China,NA,NA,NA,NA,NA
14439,3,n2207,China,NA,NA,NA,NA,NA
14440,3,n22072207,China,NA,NA,NA,NA,NA
14463,3,n2219,China,NA,NA,NA,NA,NA
14467,3,n2221,China,NA,NA,NA,NA,NA
14469,3,n22222222,China,NA,NA,NA,NA,NA
14479,3,n22272227,China,NA,NA,NA,NA,NA
14488,3,n2232,China,NA,NA,NA,NA,NA
14495,3,n22352235,China,NA,NA,NA,NA,NA
14509,3,n22422242,China,NA,NA,NA,NA,NA
14511,3,n22432243,China,NA,NA,NA,NA,NA
14521,3,n22482248,China,NA,NA,NA,NA,NA
14524,3,n2250,China,NA,NA,NA,NA,NA
14533,3,n22542254,China,NA,NA,NA,NA,NA
14536,3,n2256,China,NA,NA,NA,NA,NA
14563,3,n22692269,China,NA,NA,NA,NA,NA
14570,3,n2273,China,NA,NA,NA,NA,NA
14577,3,n22762276,China,NA,NA,NA,NA,NA
14587,3,n22812281,China,NA,NA,NA,NA,NA
14591,3,n22832283,China,NA,NA,NA,NA,NA
14600,3,n2288,China,NA,NA,NA,NA,NA
14605,3,n22902290,China,NA,NA,NA,NA,NA
14617,3,n22962296,China,NA,NA,NA,NA,NA
14618,3,n2297,China,NA,NA,NA,NA,NA
14634,3,n2305,China,NA,NA,NA,NA,NA
14637,3,n23062306,China,NA,NA,NA,NA,NA
14640,3,n2308,China,NA,NA,NA,NA,NA
14645,3,n23102310,China,NA,NA,NA,NA,NA
14653,3,n23142314,China,NA,NA,NA,NA,NA
14662,3,n2319,Indonesia,NA,Indonesia,Indonesia,Indonesia,Indonesia
14667,3,n23212321,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia
14673,3,n2325,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia
14682,3,n23292329,China,NA,NA,NA,NA,NA
14686,3,n23312331,China,NA,NA,NA,NA,NA
14689,3,n2333,China,China,China,China,China,China
14711,3,n2344,SriLanka,NA,NA,NA,NA,SriLanka
14720,3,n23482348,SriLanka,NA,SriLanka,SriLanka,SriLanka,SriLanka
14721,3,n2349,SriLanka,NA,NA,NA,NA,NA
14724,3,n23502350,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka
14731,3,n2354,SriLanka,NA,NA,NA,NA,SriLanka
14738,3,n23572357,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka
14741,3,n2359,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka
14747,3,n2362,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka
14749,3,n2363,SriLanka,NA,NA,NA,NA,NA
14753,3,n2365,SriLanka,SriLanka,SriLanka,NA,SriLanka,SriLanka
14762,3,n23692369,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,NA
14765,3,n2371,SriLanka,SriLanka,SriLanka,NA,SriLanka,SriLanka
14770,3,n23732373,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka
14772,3,n23742374,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka
14783,3,n2380,India,NA,NA,NA,NA,NA
14786,3,n23812381,India,NA,NA,NA,NA,NA
14794,3,n23852385,India,NA,NA,NA,NA,NA
14796,3,n23862386,India,NA,NA,NA,NA,NA
14798,3,n23872387,India,NA,NA,NA,NA,NA
14803,3,n2390,India,NA,NA,NA,NA,NA
14806,3,n23912391,India,NA,NA,NA,NA,NA
14810,3,n23932393,India,NA,NA,NA,NA,NA
14813,3,n2395,India,NA,NA,NA,NA,NA
14820,3,n23982398,Nepal,Nepal,Nepal,Nepal,Nepal,Nepal
14822,3,n23992399,Nepal,NA,NA,NA,NA,NA
10078,2,n1616,Italy,NA,NA,NA,NA,NA
10085,2,n20,Slovenia,NA,NA,NA,Slovenia,NA
10087,2,n21,Slovenia,NA,Slovenia,Slovenia,Slovenia,Slovenia
10090,2,n23,Slovenia,Slovenia,Slovenia,Slovenia,Slovenia,Slovenia
10093,2,n2424,Italy,NA,Italy,Italy,NA,Italy
10098,2,n27,Slovenia,NA,NA,NA,NA,NA
10103,2,n2929,BosniaandHerzegovina,NA,NA,NA,NA,NA
10109,2,n3232,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina
10110,2,n3333,BosniaandHerzegovina,BosniaandHerzegovina,NA,Slovenia,BosniaandHerzegovina,BosniaandHerzegovina
10111,2,n34,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina
10112,2,n3434,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina,BosniaandHerzegovina
10115,2,n36,Croatia,Croatia,Croatia,Croatia,Croatia,Croatia
10120,2,n3838,Switzerland,NA,NA,NA,NA,NA
10128,2,n4242,Belgium,NA,NA,NA,NA,NA
10129,2,n43,Germany,Germany,Germany,Germany,Germany,Germany
10136,2,n47,Poland,Poland,Poland,Poland,Poland,NA
10137,2,n4747,Poland,Poland,Poland,NA,Poland,Poland
10139,2,n4848,Poland,Poland,Poland,Poland,Poland,NA
10140,2,n49,Poland,Poland,Poland,Poland,Poland,Poland
10145,2,n5151,Poland,NA,Poland,NA,Poland,Poland
10146,2,n52,Poland,Poland,Poland,Poland,Poland,NA
10147,2,n5252,Poland,NA,NA,Poland,NA,Poland
10149,2,n5353,Poland,NA,NA,Poland,Poland,Poland
10150,2,n54,Poland,NA,Poland,Poland,NA,NA
10154,2,n5656,Germany,NA,NA,NA,NA,NA
10155,2,n57,Germany,NA,Germany,NA,NA,Germany
10156,2,n5757,Poland,Poland,Poland,Poland,Poland,Poland
10158,2,n5858,Poland,NA,Poland,NA,Poland,NA
10171,2,n65,Austria,Austria,Austria,Austria,Austria,Austria
10173,2,n6666,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia
10174,2,n67,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria
10177,2,n6868,Serbia,Serbia,Serbia,Serbia,NA,Serbia
10182,2,n71,Serbia,NA,NA,NA,NA,NA
10183,2,n7171,Hungary,Hungary,NA,Hungary,Hungary,NA
10184,2,n72,Serbia,Serbia,NA,Serbia,NA,Serbia
10188,2,n74,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia
10190,2,n75,Hungary,NA,NA,NA,NA,NA
10197,2,n79,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia
10201,2,n81,Hungary,NA,NA,Hungary,NA,NA
10204,2,n8282,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia
10212,2,n8686,Croatia,Croatia,Croatia,Croatia,Croatia,Croatia
10213,2,n87,Croatia,Croatia,Croatia,Croatia,Croatia,Croatia
10215,2,n8888,BosniaandHerzegovina,NA,NA,NA,NA,NA
10216,2,n89,Slovenia,NA,NA,NA,NA,NA
10223,2,n9292,Montenegro,Montenegro,Montenegro,Montenegro,Montenegro,Montenegro
10224,2,n93,Serbia,NA,NA,NA,NA,NA
10230,2,n96,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia
10233,2,n9797,Macedonia,Macedonia,Macedonia,Macedonia,Macedonia,Macedonia
10235,2,n9898,Serbia,Serbia,Serbia,Serbia,NA,Serbia
10250,2,n106106,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine
10255,2,n109,Hungary,NA,NA,NA,NA,Hungary
10259,2,n111,Hungary,Hungary,NA,NA,NA,NA
10260,2,n111111,Hungary,NA,NA,NA,NA,NA
10264,2,n113113,Hungary,NA,NA,NA,NA,NA
10265,2,n114,Hungary,NA,NA,NA,NA,NA
10269,2,n116,Hungary,NA,NA,Hungary,NA,NA
10272,2,n117117,Hungary,NA,NA,NA,NA,Hungary
10273,2,n118,Hungary,NA,NA,NA,Hungary,Hungary
10274,2,n118118,Hungary,NA,NA,NA,NA,Hungary
10275,2,n119,Hungary,NA,Hungary,NA,NA,NA
10284,2,n123123,Hungary,Hungary,Hungary,NA,Hungary,Hungary
10289,2,n126,Romania,NA,NA,NA,NA,NA
10291,2,n127,Romania,NA,NA,NA,Romania,NA
10303,2,n133,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia
10304,2,n133133,Estonia,NA,NA,NA,NA,NA
10307,2,n135,Latvia,NA,Latvia,Latvia,Latvia,NA
10308,2,n135135,Latvia,NA,NA,NA,NA,NA
10312,2,n137137,Latvia,NA,NA,NA,NA,NA
10317,2,n140,Latvia,NA,NA,NA,NA,NA
10319,2,n141,Estonia,Estonia,NA,Estonia,Estonia,Estonia
10322,2,n142142,Latvia,NA,Latvia,Latvia,NA,Latvia
10323,2,n143,Poland,NA,NA,NA,NA,NA
10328,2,n145145,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania
10332,2,n147147,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania
10333,2,n148,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania,Lithuania
10334,2,n148148,Latvia,Latvia,Latvia,Latvia,Latvia,Latvia
10336,2,n149149,Estonia,NA,NA,NA,NA,NA
10342,2,n152152,Latvia,NA,NA,NA,NA,NA
10343,2,n153,Estonia,NA,NA,NA,NA,NA
10346,2,n154154,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine
10354,2,n158158,Romania,Romania,Romania,Romania,Romania,Romania
10355,2,n159,Romania,Romania,Romania,Romania,Romania,Romania
10357,2,n160,Romania,Romania,Romania,Romania,Romania,Romania
10358,2,n160160,Romania,Romania,Romania,Romania,Romania,Romania
10360,2,n161161,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria
10362,2,n162162,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine
10364,2,n163163,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine
10369,2,n166,Poland,Poland,Poland,Poland,Poland,Poland
10370,2,n166166,Poland,NA,NA,NA,NA,NA
10376,2,n169169,Estonia,Estonia,Estonia,Estonia,Estonia,Estonia
10377,2,n170,Russia,NA,NA,NA,NA,NA
10397,2,n180,China,NA,NA,NA,NA,NA
10399,2,n181,China,NA,NA,NA,NA,NA
10401,2,n182,Russia,NA,NA,NA,NA,NA
10406,2,n184184,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia
10408,2,n185185,Russia,NA,NA,NA,NA,NA
10413,2,n188,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia
10414,2,n188188,Mongolia,Mongolia,Mongolia,Mongolia,NA,NA
10419,2,n191,Mongolia,NA,NA,NA,NA,NA
10420,2,n191191,China,NA,NA,NA,NA,NA
10421,2,n192,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia
10422,2,n192192,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia,NA
10427,2,n195,Russia,NA,NA,NA,NA,NA
10430,2,n196196,Mongolia,NA,NA,NA,NA,NA
10433,2,n198,Mongolia,NA,NA,NA,NA,NA
10440,2,n201201,Russia,NA,NA,NA,NA,NA
10441,2,n202,Russia,NA,NA,NA,NA,NA
10445,2,n204,Russia,NA,NA,NA,NA,NA
10447,2,n205,Russia,NA,NA,NA,NA,NA
10448,2,n205205,Russia,NA,NA,NA,NA,NA
10449,2,n206,Mongolia,NA,Mongolia,Mongolia,Mongolia,Mongolia
10460,2,n211211,China,NA,NA,NA,NA,NA
10462,2,n212212,China,NA,NA,NA,NA,NA
10465,2,n214,Russia,NA,NA,NA,NA,NA
10467,2,n215,Russia,NA,NA,NA,NA,NA
10470,2,n216216,Russia,NA,NA,NA,NA,NA
10475,2,n219,Russia,NA,NA,NA,NA,NA
10476,2,n219219,Russia,NA,NA,NA,NA,NA
10481,2,n222,Russia,NA,NA,NA,NA,NA
10482,2,n222222,Russia,NA,NA,NA,NA,NA
10486,2,n224224,Russia,NA,NA,NA,NA,NA
10493,2,n228,Russia,NA,NA,NA,NA,NA
10494,2,n228228,Russia,NA,NA,NA,NA,NA
10497,2,n230,China,NA,NA,NA,NA,NA
10498,2,n230230,China,China,China,China,China,China
10500,2,n231231,Russia,Russia,Russia,Russia,Russia,Russia
10503,2,n233,China,NA,NA,NA,NA,NA
10511,2,n237,Iran,Iran,Iran,Iran,Iran,Iran
10512,2,n237237,Iran,Iran,Iran,Iran,Iran,Iran
10514,2,n238238,Iran,Iran,Iran,Iran,Iran,Iran
10525,2,n244,Russia,NA,NA,NA,NA,NA
10528,2,n245245,Russia,NA,NA,NA,NA,NA
10534,2,n248248,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine
10535,2,n249,Ukraine,NA,NA,Ukraine,NA,Ukraine
10536,2,n249249,Ukraine,NA,NA,NA,NA,NA
10537,2,n250,Russia,NA,NA,NA,NA,NA
10539,2,n251,Ukraine,NA,NA,NA,NA,NA
10540,2,n251251,Russia,NA,NA,NA,NA,NA
10541,2,n252,Russia,NA,NA,NA,NA,NA
10542,2,n252252,Ukraine,NA,NA,NA,NA,NA
10544,2,n253253,Russia,NA,NA,NA,NA,NA
10554,2,n258258,Russia,NA,NA,NA,NA,NA
10555,2,n259,Russia,NA,NA,NA,NA,NA
10557,2,n260,Russia,NA,NA,NA,NA,NA
10559,2,n261,Russia,NA,NA,NA,NA,NA
10566,2,n264264,Ukraine,NA,NA,NA,NA,NA
10567,2,n265,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine
10569,2,n266,Russia,NA,NA,NA,NA,NA
10571,2,n267,Russia,NA,NA,NA,NA,NA
10581,2,n272,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,NA,Azerbaijan
10584,2,n273273,Tajikistan,NA,NA,NA,NA,NA
10585,2,n274,Tajikistan,Tajikistan,Tajikistan,Tajikistan,Tajikistan,Tajikistan
10598,2,n280280,Russia,NA,NA,NA,NA,NA
10599,2,n281,Russia,Russia,Russia,Russia,Russia,Russia
10600,2,n281281,Russia,NA,NA,NA,NA,NA
10605,2,n284,Russia,NA,NA,NA,NA,NA
10606,2,n284284,Russia,NA,NA,NA,NA,NA
10609,2,n286,Russia,NA,NA,NA,NA,NA
10612,2,n287287,Russia,NA,NA,NA,NA,NA
10615,2,n289,Russia,NA,NA,NA,NA,NA
10620,2,n291291,Russia,NA,Russia,Russia,NA,NA
10622,2,n292292,Russia,NA,NA,NA,NA,NA
10625,2,n294,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria,Bulgaria
10635,2,n299,Hungary,Hungary,Hungary,NA,Hungary,NA
10639,2,n301,Romania,Romania,Romania,Romania,Romania,Romania
10641,2,n302,Romania,Romania,Romania,Romania,Romania,Romania
10644,2,n303303,DominicanRepublic,DominicanRepublic,DominicanRepublic,DominicanRepublic,DominicanRepublic,DominicanRepublic
10645,2,n304,DominicanRepublic,NA,DominicanRepublic,DominicanRepublic,DominicanRepublic,DominicanRepublic
10651,2,n307,Serbia,NA,NA,NA,NA,NA
10652,2,n307307,Serbia,NA,NA,NA,NA,NA
10653,2,n308,Serbia,NA,NA,NA,NA,NA
10658,2,n310310,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia
10675,2,n319,Oman,NA,Oman,NA,Oman,Oman
10681,2,n322,Oman,Oman,Oman,Oman,Oman,Oman
10683,2,n323,Oman,Oman,Oman,Oman,Oman,Oman
10686,2,n324324,Oman,NA,Oman,Oman,Oman,Oman
10689,2,n326,UnitedArabEmirates,UnitedArabEmirates,UnitedArabEmirates,UnitedArabEmirates,UnitedArabEmirates,UnitedArabEmirates
10692,2,n327327,Oman,NA,NA,NA,NA,NA
10694,2,n328328,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
10700,2,n331331,Qatar,Qatar,Qatar,Qatar,Qatar,Qatar
10703,2,n333,Jordan,Jordan,Jordan,Jordan,Jordan,Jordan
10705,2,n334,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
10724,2,n343343,Iran,Iran,Iran,Iran,Iran,Iran
10728,2,n345345,Iran,Iran,Iran,Iran,Iran,Iran
10729,2,n346,Iran,Iran,Iran,Iran,Iran,Iran
10736,2,n349349,Iran,Iran,Iran,Iran,Iran,Iran
10739,2,n351,Iran,Iran,Iran,Iran,Iran,Iran
10740,2,n351351,Iran,Iran,NA,Iran,NA,Iran
10741,2,n352,Iran,Iran,Iran,Iran,Iran,Iran
10746,2,n354354,Iran,Iran,Iran,Iran,Iran,Iran
10747,2,n355,Iran,Iran,Iran,Iran,Iran,Iran
10751,2,n357,Iran,Iran,Iran,NA,Iran,NA
10752,2,n357357,Iran,NA,NA,NA,NA,NA
10754,2,n358358,Iran,NA,NA,Iran,NA,Iran
10757,2,n360,Iran,Iran,Iran,Iran,Iran,Iran
10762,2,n362362,Iran,NA,NA,NA,NA,NA
10763,2,n363,Iran,NA,NA,NA,NA,NA
10764,2,n363363,Iran,Iran,Iran,Iran,Iran,Iran
10766,2,n364364,Iran,Iran,NA,Iran,Iran,NA
10772,2,n367367,Iran,NA,NA,NA,NA,NA
10774,2,n368368,Iran,Iran,Iran,Iran,Iran,Iran
10775,2,n369,Iran,Iran,Iran,Iran,Iran,Iran
10778,2,n370370,Iran,NA,NA,NA,NA,NA
10779,2,n371,Iran,Iran,Iran,Iran,Iran,Iran
10787,2,n375,Israel,Israel,Israel,Israel,Israel,Israel
10788,2,n375375,Israel,Israel,Israel,Israel,Israel,Israel
10792,2,n377377,Israel,Israel,Israel,Israel,Israel,Israel
10793,2,n378,Israel,Israel,Israel,Israel,Israel,Israel
10794,2,n378378,Israel,Israel,Israel,Israel,Israel,Israel
10797,2,n380,Israel,Israel,NA,Israel,Israel,Israel
10801,2,n382,Israel,Israel,Israel,Israel,Israel,Israel
10802,2,n382382,Israel,Israel,Israel,Israel,Israel,Israel
10808,2,n385385,Israel,Israel,Israel,Israel,Israel,Israel
10809,2,n386,Israel,Israel,Israel,Israel,Israel,Israel
10810,2,n386386,Israel,Israel,Israel,Israel,Israel,Israel
10812,2,n387387,Turkey,NA,NA,NA,NA,NA
10820,2,n391391,Iran,NA,NA,NA,NA,NA
10821,2,n392,Iran,Iran,Iran,Iran,Iran,Iran
10823,2,n393,Iran,NA,NA,NA,NA,NA
10826,2,n394394,Iraq,Iraq,Iraq,Iraq,Iraq,Iraq
10830,2,n396396,Turkey,NA,NA,Turkey,NA,Turkey
10831,2,n397,Turkey,NA,Turkey,Turkey,Turkey,Turkey
10832,2,n397397,Turkey,NA,NA,NA,NA,NA
10834,2,n398398,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia
10838,2,n400400,Israel,Israel,Israel,Israel,Israel,Israel
10844,2,n403403,Israel,Israel,Israel,Israel,Israel,Israel
10857,2,n410,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10860,2,n411411,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10861,2,n412,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10864,2,n413413,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10865,2,n414,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10871,2,n417,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10872,2,n417417,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10883,2,n423,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia
10884,2,n423423,Georgia,NA,Georgia,Georgia,NA,Georgia
10885,2,n424,Georgia,NA,NA,NA,NA,Georgia
10893,2,n428,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia
10895,2,n429,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia
10896,2,n429429,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia
10902,2,n432432,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia
10906,2,n434434,Georgia,Georgia,Georgia,Georgia,NA,Georgia
10907,2,n435,Russia,NA,NA,NA,NA,NA
10908,2,n435435,Russia,NA,NA,NA,NA,NA
10916,2,n439439,Iraq,Iraq,Iraq,Iraq,Iraq,Iraq
10917,2,n440,Iraq,NA,NA,NA,NA,NA
10918,2,n440440,Iran,Iran,Iran,Iran,Iran,Iran
10924,2,n443443,Iran,NA,NA,NA,NA,NA
10925,2,n444,Iran,Iran,Iran,Iran,Iran,Iran
10927,2,n445,Iraq,NA,NA,NA,NA,NA
10930,2,n446446,Iran,NA,NA,NA,NA,NA
10931,2,n447,Iraq,Iraq,Iraq,Iraq,Iraq,Iraq
10939,2,n451,Grenada,Grenada,Grenada,Grenada,Grenada,Grenada
10940,2,n451451,Grenada,Grenada,Grenada,Grenada,Grenada,Grenada
10944,2,n453453,Iran,NA,NA,NA,NA,NA
10970,2,n466466,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
10971,2,n467,Zambia,Zambia,NA,Zambia,NA,NA
10972,2,n467467,Zambia,NA,NA,NA,Zambia,Zambia
10973,2,n468,Zambia,Zambia,NA,Zambia,NA,NA
10974,2,n468468,Zambia,NA,NA,NA,NA,NA
10976,2,n469469,Zambia,Zambia,Zambia,NA,Zambia,Zambia
10980,2,n471471,Zambia,NA,NA,NA,NA,NA
10981,2,n472,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
10983,2,n473,Zambia,NA,NA,Zambia,NA,Zambia
10984,2,n473473,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
10989,2,n476,Zambia,NA,NA,NA,Zambia,NA
10991,2,n477,Zambia,NA,NA,NA,NA,NA
10995,2,n479,SouthAfrica,NA,NA,NA,NA,NA
10999,2,n481,SouthAfrica,NA,NA,NA,NA,NA
11001,2,n482,SouthAfrica,NA,NA,NA,NA,NA
11002,2,n482482,SouthAfrica,NA,NA,NA,NA,NA
11006,2,n484484,SouthAfrica,NA,NA,NA,NA,NA
11015,2,n489,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
11018,2,n490490,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
11020,2,n491491,Namibia,NA,NA,NA,NA,NA
11021,2,n492,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
11033,2,n498,SouthAfrica,NA,NA,NA,NA,NA
11048,2,n505505,SouthAfrica,NA,NA,NA,NA,NA
11050,2,n506506,SouthAfrica,NA,NA,NA,NA,NA
11051,2,n507,SouthAfrica,NA,NA,NA,NA,NA
11052,2,n507507,SouthAfrica,NA,NA,NA,NA,NA
11057,2,n510,SouthAfrica,NA,NA,NA,NA,NA
11058,2,n510510,SouthAfrica,NA,NA,NA,NA,NA
11084,2,n523523,SouthAfrica,NA,NA,NA,NA,NA
11092,2,n527527,SouthAfrica,NA,NA,NA,NA,NA
11093,2,n528,SouthAfrica,NA,NA,NA,NA,NA
11094,2,n528528,SouthAfrica,NA,NA,NA,NA,NA
11100,2,n531531,SouthAfrica,NA,NA,NA,NA,NA
11103,2,n533,SouthAfrica,NA,NA,NA,NA,NA
11104,2,n533533,SouthAfrica,NA,NA,NA,NA,NA
11107,2,n535,SouthAfrica,NA,NA,NA,NA,NA
11114,2,n538538,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
11121,2,n542,Zambia,NA,NA,NA,NA,NA
11123,2,n543,Zambia,Zambia,NA,NA,Zambia,NA
11127,2,n545,SouthAfrica,NA,NA,NA,NA,NA
11133,2,n548,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
11137,2,n550,Tanzania,NA,NA,NA,NA,NA
11138,2,n550550,Tanzania,NA,NA,NA,NA,NA
11145,2,n554,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
11147,2,n555,SouthAfrica,NA,NA,NA,NA,NA
